TIM_DAY,CONVERTED_CRD_CONS_PERS_LOAN,CONS_CRD_ORIG_FLAG,CRD_PROP_TNA_MAX,CONS_CRD_QTY_EVER,CONS_CRD_QTY_L30D,CONS_CRD_QTY_L90D,CONS_CRD_QTY_L180D,CONS_CRD_FIRST_ORIG_DATE,CONS_CRD_FIRST_AMT_USD,CONS_CRD_LAST_ORIG_DATE,CONS_CRD_LAST_AMT_USD,CONS_CRD_LAST_REMAINING_CAPITAL_USD,CONS_CRD_ACTIVE_FLAG,CRD_RISK_ANALYSIS_RATING_ID,CRD_RISK_ANALYSIS_SCORE,TOTAL_AMOUNT_ACCOUNT_MP,SCORE_BUREAU_1,RENDA_BUREAU,CONS_PROP_AVAILABLE_AMOUNT_USD,CONS_CRD_ON_QTY_EVER,SCORE_BUREAU_BOAVISTA,CUS_ACT_CRED_CARD_QTY,CUS_ACT_CRED_CARD_PREMIUM_QTY,CUS_ACT_CRED_CARD_GOLD_QTY,CUS_ACT_CRED_CARD_CLASSIC_QTY,CUS_BUYER_TGMV_USD_EVER,CUS_BUYER_TGMV_USD_L30D,CUS_BUYER_TGMV_USD_L60D,CUS_BUYER_TGMV_USD_L90D,CUS_BUYER_TGMV_QTY_ORDERS_EVER,CUS_BUYER_TGMV_QTY_ORDERS_L30D,CUS_BUYER_TGMV_QTY_ORDERS_L60D,CUS_BUYER_TGMV_QTY_ORDERS_L90D,CUS_BUYER_TGMV_QTY_ITEMS_EVER,CUS_BUYER_TGMV_QTY_ITEMS_L30D,CUS_BUYER_TGMV_QTY_ITEMS_L60D,CUS_BUYER_TGMV_QTY_ITEMS_L90D
25/03/2024,TRUE,TRUE,69,26,1,1,2,17/01/2021,2.86,26/02/2024,241.89,,FALSE,A,500,0.34,786,6900,386.8,0,557,5,0,2,2,5261.28,13.89,13.89,13.89,79,1,1,1,81,1,1,1
25/03/2024,TRUE,TRUE,54,26,0,0,1,20/12/2022,12.23,27/09/2023,10.11,,FALSE,A,500,09.09,799,7250,64.13,6,689,4,0,1,2,8234.45,247,911.76,951.97,208,3,6,8,240,4,7,9
25/03/2024,TRUE,TRUE,69,26,0,0,0,03/08/2020,32.04,16/05/2023,166.13,,FALSE,B,575,126.31,746,1200,519.07,13,579,5,0,2,2,2227.74,158.84,507.76,574.53,66,6,9,11,70,6,9,11
25/03/2024,TRUE,TRUE,84,26,2,3,4,20/03/2021,20.9,22/03/2024,2.53,2.53,TRUE,A,500,3.67,491,1650,277.21,12,631,7,0,3,2,3438.92,61.59,88.63,146.97,119,2,5,13,126,2,5,14
25/03/2024,TRUE,TRUE,93,26,1,3,5,10/06/2021,61.58,11/03/2024,131.93,131.93,TRUE,A,500,100.98,683,5300,937.05,6,686,12,2,3,2,5238.76,78.48,94.52,200.76,136,2,3,7,147,2,3,7
25/03/2024,TRUE,TRUE,69,26,2,7,8,24/06/2022,54.3,16/03/2024,04.04,04.04,TRUE,A,500,1.87,676,1050,53.31,0,625,4,0,1,2,2705.95,122.33,198.98,430.24,82,3,7,11,82,3,7,11
25/03/2024,TRUE,TRUE,96,25,2,4,6,8/11/2021,109.11,24/03/2024,40.46,40.46,TRUE,A,500,6.12,551,5000,85.25,0,520,5,1,1,2,2492.35,0,0,17.16,76,0,0,2,77,0,0,2
25/03/2024,TRUE,TRUE,84,25,3,4,6,18/02/2021,3.71,06/03/2024,2.23,,FALSE,A,500,96.82,584,1800,164.34,7,587,5,0,2,2,3018.06,0,28.28,28.28,175,0,1,1,201,0,1,1
25/03/2024,FALSE,TRUE,69,25,3,5,8,01/09/2020,11.6,06/03/2024,183.32,183.32,TRUE,B,565,1508,660,1550,182.49,4,584,8,2,3,2,2328.73,0,34.3,34.3,84,0,2,2,98,0,2,2
25/03/2024,TRUE,TRUE,99,25,3,7,10,17/02/2023,15.27,24/03/2024,152.09,152.09,TRUE,A,500,0.34,641,3200,104.26,14,503,5,0,3,2,5098,258.11,319.28,500.7,242,6,9,13,257,6,9,13
25/03/2024,TRUE,TRUE,87,25,0,1,3,04/03/2022,39.96,22/01/2024,59.91,32.82,TRUE,A,500,0,550,3550,160.34,7,542,6,0,2,2,2290.52,60,180.32,194.84,81,2,3,4,88,2,3,4
25/03/2024,TRUE,TRUE,69,25,1,1,3,06/05/2021,24.72,23/02/2024,40.92,33.75,TRUE,A,500,56.14,578,1250,46.21,1,436,6,1,1,2,3216.73,36.12,104.55,128.44,115,1,3,6,115,1,3,6
25/03/2024,TRUE,TRUE,96,25,17,17,17,26/07/2021,7.76,24/03/2024,20.26,20.26,TRUE,A,500,354.62,639,2650,80.23,1,641,4,0,0,2,3102.03,136.03,136.03,150.24,113,6,6,7,147,11,11,12
25/03/2024,TRUE,TRUE,60,25,2,11,23,29/06/2023,1049.79,22/03/2024,101.32,101.32,TRUE,B,500,0,722,5150,81.16,9,694,12,0,4,2,4652.92,401.15,429.04,575.67,111,4,6,11,114,5,7,12
25/03/2024,TRUE,TRUE,96,25,0,3,6,26/08/2021,26.68,30/01/2024,75.77,,FALSE,A,500,75.98,521,2350,142.51,7,397,5,0,2,2,3922.81,17.4,73.47,287.79,83,1,2,8,91,1,2,9
25/03/2024,TRUE,TRUE,69,80,9,20,27,23/03/2021,7.99,18/03/2024,04.03,04.03,TRUE,A,500,0,917,950,147.06,55,548,2,0,0,1,3382.21,72.22,102.79,202.01,198,4,6,11,217,4,6,11
25/03/2024,TRUE,TRUE,96,80,0,6,25,10/08/2019,34.28,11/02/2024,49.06,25.31,TRUE,A,500,870.91,585,3250,503.08,27,517,2,0,0,1,3027.51,47.29,162.08,162.08,86,5,7,7,91,5,7,7
25/03/2024,FALSE,TRUE,69,80,1,3,3,17/06/2020,2.92,16/03/2024,05.06,05.06,TRUE,B,500,150,608,800,92.54,5,500,4,0,2,1,2060.21,0,128.97,692.79,22,0,3,6,22,0,3,6
25/03/2024,TRUE,TRUE,84,79,13,22,24,01/09/2020,24.66,10/03/2024,1.62,1.62,TRUE,B,527,82.53,564,1500,82.41,55,527,6,0,2,1,3329.72,55.35,102.68,239.5,155,3,9,18,170,3,9,18
25/03/2024,TRUE,TRUE,96,79,3,15,20,03/03/2021,31.53,18/03/2024,10.06,10.06,TRUE,A,500,223.4,593,2050,307.29,6,509,2,0,0,1,2385.82,0,0,0,35,0,0,0,35,0,0,0
25/03/2024,TRUE,TRUE,66,79,3,5,8,03/03/2020,28.4,08/03/2024,204.24,204.24,TRUE,A,500,0.09,717,4250,362.17,50,600,7,0,3,1,8177.39,197.94,197.94,197.94,239,3,3,3,264,15,15,15
25/03/2024,TRUE,TRUE,84,79,0,0,2,31/08/2020,19.7,22/10/2023,23.1,,FALSE,A,500,0,481,3750,154.32,47,577,7,1,2,1,3526.06,28.09,562.56,669.15,90,1,3,7,93,1,3,7
25/03/2024,TRUE,TRUE,93,79,4,11,25,26/11/2021,28.85,13/03/2024,04.04,04.04,TRUE,E,629,534.36,593,8200,471.19,15,629,4,0,1,1,2850.66,32.17,105,137.65,93,3,5,7,117,3,6,8
25/03/2024,TRUE,TRUE,66,79,1,5,7,26/10/2020,9.93,19/03/2024,30.21,30.21,TRUE,A,60,0,792,8100,185.18,1,532,3,2,0,1,6977.77,121.72,214.46,264.37,154,3,5,7,158,3,5,7
25/03/2024,TRUE,TRUE,54,78,1,4,5,16/07/2020,9.76,24/03/2024,20.42,20.42,TRUE,A,500,617.88,805,4550,115.63,19,586,6,0,4,1,5739.11,0,749.03,798.48,156,0,7,9,163,0,7,9
25/03/2024,TRUE,TRUE,84,78,1,1,4,27/05/2019,74.71,24/03/2024,12.13,12.13,TRUE,A,500,301.51,568,3200,1388.92,65,625,9,5,1,1,9856.07,159.31,221.3,607,928,6,12,24,1209,6,12,24
25/03/2024,TRUE,TRUE,84,78,2,6,9,30/09/2021,40.76,24/03/2024,22.19,22.19,TRUE,A,500,87.26,586,1150,53.8,40,517,1,0,0,1,2522.82,0,13.07,13.07,78,0,1,1,116,0,1,1
25/03/2024,TRUE,TRUE,84,78,1,4,5,24/05/2019,18.19,28/02/2024,16.26,16.26,TRUE,A,500,0,591,3100,940.62,41,621,8,1,1,1,2693.92,21.43,66.08,71.93,251,2,3,4,258,2,3,4
25/03/2024,TRUE,TRUE,81,78,14,28,47,17/09/2022,12.84,24/03/2024,20.18,20.18,TRUE,A,500,3.79,586,4350,67.74,11,555,3,0,0,1,4872.61,75.44,513.49,546.45,85,3,6,8,111,3,6,8
25/03/2024,TRUE,TRUE,81,78,4,10,27,27/11/2020,45.86,22/03/2024,40.39,40.39,TRUE,A,500,116.8,527,1150,100.83,28,375,2,0,0,1,2386.11,0,0,80.33,91,0,0,6,94,0,0,6
25/03/2024,TRUE,TRUE,66,77,2,14,24,08/03/2021,17.72,06/03/2024,81.76,81.76,TRUE,A,500,4.71,633,3200,74.88,52,625,3,0,0,1,2792.23,0,0,21.98,124,0,0,1,139,0,0,2
25/03/2024,TRUE,TRUE,96,77,4,10,16,10/11/2020,18.74,11/03/2024,22.25,22.25,TRUE,A,500,126.8,564,2950,0.11,1,523,4,0,2,1,2717.39,53.26,154.59,177.01,126,4,8,12,131,4,8,12
25/03/2024,TRUE,TRUE,54,77,1,2,2,27/01/2021,6.49,24/03/2024,262.32,262.32,TRUE,A,500,7.7,766,5750,260.54,3,559,12,4,2,1,2181.88,69.38,145.53,152.11,131,4,6,7,150,4,6,7
25/03/2024,TRUE,TRUE,66,76,1,6,13,13/01/2021,14.58,24/03/2024,20.15,20.15,TRUE,A,500,23.19,513,2850,617.27,22,578,1,0,0,1,5830.56,316.61,610.66,610.66,191,12,17,17,203,13,18,18
25/03/2024,TRUE,TRUE,96,76,3,16,31,30/04/2021,33.33,23/03/2024,18.61,18.61,TRUE,A,500,0.23,580,4250,120.4,25,626,4,0,1,1,7356.48,84.58,311.73,410.79,256,3,9,12,292,3,9,12
25/03/2024,TRUE,TRUE,66,76,1,4,15,3/10/2021,52.71,26/02/2024,38.4,19.78,TRUE,A,500,0.05,560,2250,160.76,45,571,6,3,0,1,3738.22,40.08,104.69,198.16,202,2,9,15,203,2,9,15
25/03/2024,TRUE,TRUE,96,76,19,30,45,8/11/2020,61.38,24/03/2024,02.01,02.01,TRUE,A,500,0,666,2800,386.44,16,555,5,0,4,1,8094.62,69.39,172.47,239.72,203,3,5,6,265,9,11,12
25/03/2024,TRUE,TRUE,66,76,6,31,44,29/08/2023,20.69,24/03/2024,17.78,17.78,TRUE,A,500,117.55,929,4850,0.03,0,554,1,0,0,1,11211.58,321.71,380.98,504.91,317,14,16,21,330,16,18,23
25/03/2024,TRUE,TRUE,84,76,1,6,11,4/11/2020,8.61,19/03/2024,60.28,60.28,TRUE,A,500,0,527,3750,61.01,9,520,3,0,1,1,2571.29,36.07,134.12,188.98,90,2,8,10,159,2,32,34
25/03/2024,TRUE,TRUE,66,76,1,5,5,28/07/2020,9.9,24/02/2024,17.5,8.83,TRUE,A,500,0,919,3500,551.28,64,677,9,2,4,1,3595.43,16.19,36.2,308.1,131,2,3,10,142,2,3,13
25/03/2024,TRUE,TRUE,84,75,1,5,5,10/05/2019,171.91,24/03/2024,20.22,20.22,TRUE,A,500,0,542,3550,1968.4,68,364,5,1,0,1,6642.02,149.43,401.71,401.71,206,5,13,13,221,5,13,13
25/03/2024,TRUE,TRUE,66,75,7,19,29,31/10/2021,5.36,24/03/2024,03.02,03.02,TRUE,A,500,5.71,699,5050,174.36,5,643,4,0,0,1,7068.85,0,63.78,1891.26,145,0,4,15,167,0,4,16
25/03/2024,TRUE,TRUE,96,74,1,4,13,10/09/2020,24.54,27/02/2024,233.21,233.21,TRUE,A,500,2.83,534,3450,0.13,44,511,5,1,0,1,8949.79,535.46,600.16,1352.68,122,5,7,11,138,5,7,11
25/03/2024,TRUE,TRUE,69,73,10,15,19,30/08/2020,21.33,24/03/2024,10.07,10.07,TRUE,A,500,0,689,1600,23.07,56,578,4,0,0,1,2494.47,110.23,235.12,442.67,147,4,9,12,148,4,9,12
25/03/2024,TRUE,TRUE,66,73,3,7,10,14/03/2019,83.06,24/03/2024,24.21,24.21,TRUE,E,91,200.36,617,8400,0.57,45,588,3,1,0,1,4462.74,404.73,467.24,590.93,84,8,10,12,88,8,11,14
25/03/2024,TRUE,TRUE,54,73,11,27,60,06/08/2019,116.19,21/03/2024,88.39,88.39,TRUE,A,500,431.39,363,1800,160.33,17,428,10,3,3,1,12752.12,178.77,369.98,1940.84,320,3,18,34,526,3,20,48
25/03/2024,TRUE,TRUE,93,73,0,3,10,28/11/2021,6.96,18/02/2024,18.14,13.61,TRUE,A,500,0,889,9150,133.53,63,530,7,1,2,1,4335.44,132.38,202.69,423.81,617,21,35,59,712,22,38,67
25/03/2024,TRUE,TRUE,69,72,5,19,28,30/05/2021,8.25,12/03/2024,615.77,615.77,TRUE,A,500,6.99,606,1450,47.75,1,533,2,0,0,1,2444.48,111.49,111.49,111.49,85,5,5,5,92,5,5,5
25/03/2024,TRUE,TRUE,28.8,72,6,13,33,23/11/2021,119.42,24/03/2024,06.05,06.05,TRUE,B,625,06.03,593,4100,133.09,61,625,5,2,2,1,5934.78,103.42,107.25,226.4,243,5,6,15,287,6,7,16
25/03/2024,TRUE,TRUE,84,71,0,7,16,24/05/2021,29.41,22/02/2024,84.85,44.5,TRUE,A,500,135.9,592,4250,214.91,9,526,4,0,2,1,4400.56,92.91,154.74,318.71,243,5,12,17,268,5,12,17
25/03/2024,TRUE,TRUE,96,71,1,2,5,08/09/2019,35.07,11/03/2024,44.38,44.38,TRUE,A,500,0.34,593,4750,1265.47,37,841,7,0,3,1,5708.38,86.78,640.23,995.69,112,6,11,14,113,6,11,14
25/03/2024,TRUE,TRUE,84,71,3,15,22,05/01/2021,07.03,18/03/2024,15.09,15.09,TRUE,A,500,0,580,3200,26.7,6,652,5,2,2,1,2712.2,0,40.14,40.14,28,0,2,2,57,0,2,2
25/03/2024,TRUE,TRUE,96,70,2,3,9,22/04/2021,26.69,18/03/2024,06.04,06.04,TRUE,A,500,0.01,666,1800,246.02,13,515,3,1,0,1,2061.18,0,0,0,50,0,0,0,57,0,0,0
25/03/2024,TRUE,TRUE,69,69,7,11,12,21/10/2020,23.22,21/03/2024,48.62,48.62,TRUE,A,500,36.72,692,2800,24.71,17,553,3,1,0,1,3035.71,138.68,301.92,531.61,129,13,24,39,152,17,32,52
25/03/2024,TRUE,TRUE,66,69,1,1,3,5/10/2020,88,24/03/2024,40.8,40.8,TRUE,B,601,10.29,723,2600,106.59,1,597,7,0,4,1,11866.17,18.03,629.1,779.02,396,1,31,38,423,1,32,40
25/03/2024,TRUE,TRUE,66,69,5,9,15,6/10/2019,71.07,24/03/2024,07.05,07.05,TRUE,B,608,25.41,745,4700,276.89,40,608,5,0,1,1,8842.71,702.77,702.77,732.61,85,2,2,3,97,2,2,3
25/03/2024,TRUE,TRUE,45,69,2,6,14,20/01/2021,39.06,24/03/2024,24.04,24.04,TRUE,A,500,74.52,858,11200,0.15,7,644,4,1,1,1,2610.52,163.86,326.11,374.48,103,14,26,29,116,14,28,32
25/03/2024,TRUE,TRUE,84,68,1,2,8,10/01/2021,28.09,15/03/2024,40.41,40.41,TRUE,A,500,0,274,1700,19.24,30,522,3,0,1,1,2687.13,0,0,0,96,0,0,0,101,0,0,0
25/03/2024,TRUE,TRUE,66,68,0,3,6,20/08/2020,28.54,17/01/2024,28.77,9.97,TRUE,A,500,0,647,2950,168.84,60,625,4,0,2,1,2165.97,0,0,131.45,104,0,0,3,111,0,0,3
25/03/2024,TRUE,TRUE,96,68,10,25,48,31/10/2021,30.09,22/03/2024,40.44,40.44,TRUE,A,500,0,737,4600,277.57,43,568,2,1,0,1,7545.07,54.42,112.63,294.08,184,2,6,11,249,2,7,12
25/03/2024,TRUE,TRUE,96,68,5,9,15,28/01/2022,50.19,27/02/2024,33.93,16.84,TRUE,A,500,752.84,593,3000,127.42,1,552,5,0,3,1,4055.09,223.05,223.05,315.03,79,4,4,5,83,5,5,6
25/03/2024,TRUE,TRUE,84,68,7,15,33,06/03/2023,11,08/03/2024,19.76,19.76,TRUE,A,500,2173.81,546,3700,0.16,12,584,4,0,1,1,4291.46,0,290.55,553.36,104,0,9,17,114,0,9,17
25/03/2024,TRUE,TRUE,93,67,1,18,27,12/07/2021,26,24/03/2024,201.54,201.54,TRUE,A,500,11.84,593,6500,853.77,19,535,2,0,0,1,5267.18,12.13,62.66,228.96,80,1,3,7,88,1,3,8
25/03/2024,TRUE,TRUE,84,67,7,10,17,26/11/2020,12.86,23/03/2024,10.07,10.07,TRUE,E,591,158.47,591,3000,1265.33,6,565,4,0,2,1,2863.65,72.77,78.81,92.35,230,7,8,11,242,8,9,12
25/03/2024,TRUE,TRUE,84,67,3,6,9,4/12/2020,29.34,03/03/2024,60.84,,FALSE,A,500,0.34,582,3400,181.07,23,594,4,0,2,1,2538.7,13.47,225.03,263.06,67,1,2,4,74,1,2,4
25/03/2024,TRUE,TRUE,84,67,0,2,5,31/01/2022,52.28,07/01/2024,21.26,,FALSE,A,500,650.55,570,2000,312.64,53,590,4,0,0,1,7099.62,199.28,659.38,1023.32,320,10,34,44,348,11,49,60
25/03/2024,TRUE,TRUE,69,67,0,1,8,29/01/2022,36.65,04/01/2024,12.35,,FALSE,E,104,31.94,555,1000,192.4,2,512,5,0,3,1,4866.6,63.03,104.88,195.46,138,3,5,9,149,3,5,9
25/03/2024,TRUE,TRUE,66,66,8,22,60,15/02/2023,31.44,24/03/2024,10.08,10.08,TRUE,B,555,100.12,780,2950,94.19,5,573,3,0,0,1,2474.43,0,0,160.04,103,0,0,3,111,0,0,3
25/03/2024,TRUE,TRUE,96,66,3,7,11,30/11/2020,75.02,24/03/2024,100.69,100.69,TRUE,A,500,2.52,621,3700,204.42,54,509,2,0,0,1,3676.47,0,61.66,101.84,178,0,2,5,194,0,2,5
25/03/2024,TRUE,TRUE,93,66,0,7,12,23/02/2021,10.76,19/02/2024,182.54,170.54,TRUE,A,822,19.31,925,9450,170.14,12,700,5,0,1,1,2933.04,72.43,75.83,75.83,154,2,3,3,165,2,3,3
25/03/2024,TRUE,TRUE,69,66,2,9,18,1/12/2020,22.85,14/03/2024,12.12,12.12,TRUE,A,500,0,585,1950,95.08,18,557,3,0,0,1,2467.23,0,42.16,42.16,71,0,1,1,72,0,1,1
25/03/2024,TRUE,TRUE,54,66,0,1,5,27/08/2021,27.1,12/02/2024,388.84,,FALSE,A,500,0,559,9750,382.79,49,549,4,1,0,1,13925.61,2333.3,2838.75,5096.68,382,26,36,82,755,61,110,263
25/03/2024,TRUE,TRUE,66,66,3,9,13,09/09/2021,95.25,15/03/2024,143.45,130.47,TRUE,A,500,0.12,765,3050,61.42,12,544,5,0,3,1,6074.91,0,70.51,634.01,199,0,2,14,225,0,2,14
25/03/2024,TRUE,TRUE,66,66,4,10,14,4/11/2020,13.12,16/03/2024,20.24,20.24,TRUE,A,500,0.98,753,3400,535.84,13,570,2,1,0,1,9048.26,253.66,375.67,424.23,151,8,11,13,159,8,11,13
25/03/2024,TRUE,TRUE,96,65,2,7,13,18/12/2020,27.86,11/03/2024,61.49,61.49,TRUE,A,500,97.41,475,1650,132.51,9,478,5,0,2,1,4812.49,33.07,33.07,130.16,138,1,1,5,157,1,1,5
25/03/2024,TRUE,TRUE,84,65,4,7,15,20/05/2021,29.74,24/03/2024,30.24,30.24,TRUE,B,512,0,487,7400,27.63,55,501,7,3,1,1,5630.69,56.9,103.56,136.06,186,4,6,8,200,4,6,8
25/03/2024,TRUE,TRUE,54,65,12,21,29,14/12/2020,45.19,23/03/2024,20.22,20.22,TRUE,A,500,0,618,6900,129.63,49,743,7,3,3,1,3249.22,38.2,88.85,230.33,250,4,8,12,277,4,8,12
25/03/2024,TRUE,TRUE,84,65,11,40,57,12/08/2023,5.6,20/03/2024,8,4.1,TRUE,E,551,0.39,878,4200,101.01,0,623,4,0,1,1,3493.18,7.78,7.78,7.78,145,1,1,1,159,1,1,1
25/03/2024,TRUE,TRUE,72,65,13,64,65,24/12/2023,52.11,23/03/2024,40.62,40.62,TRUE,B,500,0,883,6350,100.21,0,699,3,1,1,1,4235.81,243.49,333.23,333.23,104,8,11,11,117,11,15,15
25/03/2024,TRUE,TRUE,66,65,1,12,16,07/04/2021,82.15,02/03/2024,83.41,83.41,TRUE,A,500,27.06,883,3900,28.97,42,604,3,0,1,1,2852.13,82.81,254.93,411,71,1,4,11,96,1,4,12
25/03/2024,TRUE,TRUE,99,65,0,1,4,10/02/2020,27.02,17/02/2024,20.23,10.18,TRUE,A,500,1,368,1450,9.96,30,294,5,1,3,1,5257.06,332.91,332.91,397.78,198,5,5,7,220,5,5,7
25/03/2024,TRUE,TRUE,66,64,2,8,14,22/02/2021,26.41,25/02/2024,10.1,05.09,TRUE,A,500,0,786,2200,305.66,53,510,8,2,3,1,3078.33,429.35,479.54,479.54,135,2,4,4,143,2,4,4
25/03/2024,TRUE,TRUE,69,64,3,6,10,07/07/2019,20.42,18/03/2024,08.04,08.04,TRUE,A,500,0,654,1450,6.97,42,552,4,1,1,1,12724.82,476.07,838.03,878.92,261,12,23,24,316,18,33,34
25/03/2024,TRUE,TRUE,96,64,5,13,22,29/11/2021,14.84,22/03/2024,08.07,08.07,TRUE,A,500,0.6,629,1500,8.5,26,459,5,0,1,1,6617.36,103.69,422.74,434.05,174,9,15,16,182,12,18,19
25/03/2024,TRUE,TRUE,45,64,2,4,8,10/03/2020,16.32,19/03/2024,20.09,20.09,TRUE,A,500,0,495,11000,49.02,61,512,3,1,1,1,2981.28,227.58,246.17,301.08,203,4,7,14,215,5,8,15
25/03/2024,TRUE,TRUE,66,63,10,26,41,05/08/2021,15.85,24/03/2024,2.82,2.82,TRUE,A,500,6.2,835,3250,501.63,0,631,3,0,0,1,6453.92,21.37,98.59,137.22,166,1,4,5,168,1,4,5
25/03/2024,TRUE,TRUE,81,63,6,8,16,28/08/2021,25.09,24/03/2024,30.21,30.21,TRUE,A,500,35,795,5850,127.82,20,628,2,0,0,1,2265.58,116.78,221.59,221.59,76,6,11,11,88,6,11,11
25/03/2024,TRUE,TRUE,84,63,2,5,9,10/02/2021,20.32,14/03/2024,46.79,46.79,TRUE,A,500,35.9,433,1800,53.79,18,525,7,1,2,1,2740.09,56.61,97.51,151.31,196,5,8,12,207,6,9,13
25/03/2024,TRUE,TRUE,69,63,2,8,29,21/04/2021,14.37,09/03/2024,02.02,02.02,TRUE,A,500,0,780,1750,495.6,25,608,2,0,0,1,2231.47,0,48.45,65.69,155,0,1,3,237,0,1,3
25/03/2024,TRUE,TRUE,69,63,0,4,10,21/09/2020,11.42,11/02/2024,80.91,,FALSE,A,500,225,578,1750,450.93,17,549,3,0,0,1,3808.41,43.19,43.19,43.19,86,2,2,2,86,2,2,2
25/03/2024,TRUE,TRUE,66,62,4,7,12,01/07/2020,37.26,14/03/2024,14.2,14.2,TRUE,A,500,4.26,552,5000,104.83,26,471,3,0,1,1,2352.05,16.35,58.58,163.48,86,2,5,7,86,2,5,7
25/03/2024,TRUE,TRUE,54,62,2,7,10,5/11/2019,33.34,22/03/2024,20.48,20.48,TRUE,A,500,0,882,6250,1507.1,59,756,3,2,0,1,5301.02,49.39,87.26,224.41,232,1,4,8,271,1,4,8
25/03/2024,TRUE,TRUE,69,62,2,5,6,19/05/2019,41.44,06/03/2024,02.03,02.03,TRUE,E,507,0.31,722,1350,196.66,30,507,4,0,1,1,2724.12,45.57,259.96,333.01,74,3,5,7,104,5,10,12
25/03/2024,TRUE,TRUE,66,62,2,8,22,21/03/2019,34.15,11/03/2024,17.83,17.83,TRUE,A,500,187.12,916,4250,707.98,44,532,4,2,0,1,5509.27,100.93,233.6,318.56,165,4,11,19,179,4,11,20
25/03/2024,TRUE,TRUE,66,62,3,5,8,25/03/2021,9.61,24/03/2024,10.14,10.14,TRUE,A,500,6.73,845,2700,189.97,15,742,4,0,1,1,7850.13,74.76,283.69,427.11,513,8,20,29,567,11,23,34
25/03/2024,TRUE,TRUE,84,61,3,8,18,08/08/2022,28.91,19/03/2024,2.61,2.61,TRUE,B,520,20,593,1850,24.87,0,520,5,1,1,1,2351.99,0,0,0,249,0,0,0,432,0,0,0
25/03/2024,TRUE,TRUE,84,61,4,7,12,21/08/2020,27.49,24/03/2024,29.04,29.04,TRUE,A,500,10.12,578,1700,47.25,3,643,5,0,3,1,2495.93,30.84,30.84,71.71,86,1,1,2,87,1,1,2
25/03/2024,TRUE,TRUE,66,61,1,2,7,19/03/2021,34.29,24/03/2024,10.07,10.07,TRUE,A,500,340.14,677,2050,119.56,17,501,2,0,0,1,2062.4,0,0,15.97,70,0,0,3,85,0,0,3
25/03/2024,TRUE,TRUE,66,61,2,5,9,24/06/2021,14.59,24/03/2024,80.61,80.61,TRUE,B,595,80.67,819,3450,400.83,23,595,2,0,0,1,11485.91,306.37,365.05,476.17,520,11,13,20,654,12,14,22
25/03/2024,TRUE,TRUE,54,60,6,14,29,14/10/2021,127.74,11/03/2024,30.31,,FALSE,A,500,04.01,718,7700,349.09,8,620,3,0,0,1,2000.49,0,0,27.51,88,0,0,2,114,0,0,2
25/03/2024,TRUE,TRUE,99,60,4,7,18,25/03/2022,62.71,23/03/2024,20.15,20.15,TRUE,A,500,0,335,1800,8.29,1,345,6,1,2,1,3616.29,0,35.28,305.72,85,0,1,3,100,0,1,3
25/03/2024,TRUE,TRUE,84,60,1,3,4,09/03/2021,6.47,24/03/2024,30.25,30.25,TRUE,A,500,0,461,1850,31.5,52,526,4,1,1,1,13149.11,0,319.66,359.9,409,0,4,6,433,0,4,6
25/03/2024,TRUE,TRUE,69,60,12,32,36,15/04/2021,15.5,10/03/2024,40.41,40.41,TRUE,B,441,11,718,1000,7.89,23,500,5,1,2,1,9219.99,10.11,335.76,400.52,337,1,11,14,395,1,13,18
25/03/2024,TRUE,TRUE,66,60,0,4,10,19/01/2021,74.88,22/01/2024,02.05,1.41,TRUE,A,500,0.07,564,2050,37.28,1,553,4,0,1,1,8915.94,0,94.38,165.05,127,0,3,5,158,0,3,7
25/03/2024,TRUE,TRUE,66,60,5,9,16,02/01/2022,9.55,24/03/2024,12.62,12.62,TRUE,A,500,0.01,918,2950,325.74,57,516,2,0,0,1,4628.1,31.25,44.99,54.24,235,4,6,7,254,4,6,7
25/03/2024,TRUE,TRUE,84,60,3,5,14,01/07/2020,31.17,06/03/2024,203.42,203.42,TRUE,A,500,0,593,5200,394.5,28,522,4,0,1,1,4247.11,3.32,41.47,92.84,181,1,4,7,197,1,4,7
25/03/2024,TRUE,TRUE,96,60,1,4,7,15/04/2019,233.68,12/03/2024,409.67,409.67,TRUE,A,500,59.4,500,3750,136.02,43,558,7,1,3,1,8072.43,3.41,3.41,226.85,200,1,1,11,212,1,1,12
25/03/2024,TRUE,TRUE,69,60,1,3,3,01/06/2021,6.82,08/03/2024,61.34,16.42,TRUE,A,500,82.47,571,1300,100.03,10,666,3,0,0,1,3214.19,49.01,133.19,133.19,149,3,6,6,168,3,6,6
25/03/2024,TRUE,TRUE,84,59,6,7,15,30/10/2021,29.56,21/03/2024,10.45,10.45,TRUE,A,500,2.35,590,1950,22.47,54,580,4,0,2,1,4203.95,170.38,170.38,170.38,119,4,4,4,131,4,4,4
25/03/2024,TRUE,TRUE,84,59,2,5,7,28/01/2021,35.27,15/03/2024,02.02,02.02,TRUE,A,500,0.94,520,2850,183.44,12,504,4,0,1,1,2577.74,0,0,0,76,0,0,0,99,0,0,0
25/03/2024,TRUE,TRUE,99,59,2,9,12,19/10/2020,25.79,15/03/2024,20.22,20.22,TRUE,A,500,15.21,438,1750,60.12,13,351,4,0,2,1,2278.05,106.76,106.76,255.43,115,3,3,16,121,3,3,19
